,Azimuth,Elevation
3159,77.0,15.0
3160,77.0,15.0
3161,77.0,15.0
3162,77.0,40.0
3163,77.0,43.0
3164,77.0,15.0
3165,77.0,40.0
3166,77.0,15.0
3167,77.0,15.0
3168,77.0,40.0
3169,77.0,15.0
3170,77.0,43.0
3171,78.0,40.0
3172,78.0,15.0
3173,78.0,15.0
3174,78.0,40.0
3175,78.0,15.0
3176,78.0,15.0
3177,78.0,15.0
3178,78.0,43.0
3179,78.0,40.0
3180,78.0,15.0
3181,78.0,15.0
3182,78.0,15.0
3183,78.0,15.0
3184,78.0,40.0
3185,78.0,15.0
3186,78.0,15.0
3187,78.0,43.0
3188,78.0,15.0
3189,78.0,15.0
3190,78.0,15.0
3191,78.0,40.0
3192,78.0,43.0
3193,78.0,15.0
3194,78.0,40.0
3195,78.0,43.0
3196,78.0,15.0
3197,78.0,40.0
3198,78.0,15.0
3199,78.0,43.0
3200,78.0,15.0
3201,78.0,40.0
3202,78.0,43.0
3203,78.0,15.0
3204,78.0,15.0
3205,78.0,40.0
3206,78.0,43.0
3207,78.0,15.0
3208,78.0,15.0
3209,78.0,43.0
3210,78.0,40.0
3211,78.0,15.0
3212,78.0,15.0
3213,78.0,43.0
3214,78.0,40.0
3215,78.0,15.0
3216,78.0,43.0
3217,78.0,45.0
3218,78.0,15.0
3219,78.0,40.0
3220,79.0,43.0
3221,79.0,15.0
3222,79.0,45.0
3223,79.0,45.0
3224,79.0,40.0
3225,79.0,15.0
3226,79.0,43.0
3227,79.0,45.0
3228,79.0,45.0
3229,79.0,44.0
3230,79.0,15.0
3231,79.0,40.0
3232,79.0,43.0
3233,79.0,15.0
3234,79.0,45.0
3235,79.0,45.0
3236,79.0,43.0
3237,79.0,43.0
3238,79.0,45.0
3239,79.0,40.0
3240,79.0,45.0
3241,79.0,15.0
3242,79.0,45.0
3243,79.0,45.0
3244,79.0,15.0
3245,79.0,43.0
3246,79.0,40.0
3247,79.0,45.0
3248,79.0,45.0
3249,79.0,45.0
3250,79.0,15.0
3251,79.0,45.0
3252,79.0,45.0
3253,79.0,43.0
3254,79.0,45.0
3255,79.0,39.0
3256,79.0,15.0
3257,79.0,45.0
3258,79.0,44.0
3259,79.0,15.0
3260,79.0,45.0
3261,79.0,45.0
3262,79.0,45.0
3263,79.0,45.0
3264,79.0,39.0
3265,79.0,15.0
3266,79.0,44.0
3267,79.0,45.0
3268,79.0,45.0
3269,79.0,39.0
3270,79.0,45.0
3271,79.0,15.0
3272,79.0,44.0
3273,79.0,15.0
3274,79.0,45.0
3275,79.0,39.0
3276,79.0,45.0
3277,79.0,45.0
3278,79.0,14.0
3279,79.0,44.0
3280,79.0,45.0
3281,79.0,39.0
3282,79.0,45.0
3283,79.0,15.0
3284,79.0,44.0
3285,79.0,45.0
3286,79.0,15.0
3287,79.0,45.0
3288,80.0,39.0
3289,80.0,44.0
3290,80.0,15.0
3291,80.0,44.0
3292,80.0,14.0
3293,80.0,44.0
3294,80.0,39.0
3295,80.0,45.0
3296,80.0,45.0
3297,80.0,14.0
3298,80.0,44.0
3299,80.0,39.0
3300,80.0,44.0
3301,80.0,45.0
3302,80.0,45.0
3303,80.0,44.0
3304,80.0,15.0
3305,80.0,45.0
3306,80.0,45.0
3307,80.0,45.0
3308,80.0,14.0
3309,80.0,44.0
3310,80.0,44.0
3311,80.0,39.0
3312,80.0,14.0
3313,80.0,45.0
3314,80.0,45.0
3315,80.0,45.0
3316,80.0,44.0
3317,80.0,39.0
3318,80.0,14.0
3319,80.0,45.0
3320,80.0,14.0
3321,80.0,44.0
3322,80.0,44.0
3323,80.0,39.0
3324,80.0,45.0
3325,80.0,14.0
3326,80.0,44.0
3327,80.0,39.0
3328,80.0,14.0
3329,80.0,45.0
3330,80.0,44.0
3331,80.0,36.0
3332,80.0,44.0
3333,80.0,36.0
3334,80.0,14.0
3335,80.0,36.0
3336,80.0,35.0
3337,80.0,37.0
3338,80.0,36.0
3339,80.0,36.0
3340,80.0,35.0
3341,80.0,37.0
3342,80.0,36.0
3343,80.0,36.0
3344,80.0,45.0
3345,80.0,35.0
3346,80.0,37.0
3347,80.0,39.0
3348,80.0,36.0
3349,80.0,36.0
3350,80.0,35.0
3351,80.0,35.0
3352,80.0,37.0
3353,80.0,34.0
3354,80.0,36.0
3355,80.0,14.0
3356,80.0,33.0
3357,80.0,35.0
3358,80.0,35.0
3359,80.0,32.0
3360,80.0,34.0
3361,80.0,44.0
3362,80.0,33.0
3363,80.0,35.0
3364,80.0,33.0
3365,80.0,35.0
3366,80.0,34.0
3367,80.0,32.0
3368,80.0,34.0
3369,80.0,36.0
3370,80.0,33.0
3371,80.0,33.0
3372,80.0,32.0
3373,80.0,35.0
3374,80.0,32.0
3375,80.0,34.0
3376,80.0,31.0
3377,80.0,31.0
3378,80.0,34.0
3379,80.0,33.0
3380,80.0,33.0
3381,80.0,36.0
3382,80.0,32.0
3383,80.0,32.0
3384,80.0,31.0
3385,80.0,37.0
3386,80.0,31.0
3387,80.0,15.0
3388,80.0,33.0
3389,80.0,33.0
3390,80.0,45.0
3391,80.0,29.0
3392,80.0,32.0
3393,80.0,31.0
3394,80.0,31.0
3395,80.0,33.0
3396,80.0,33.0
3397,80.0,29.0
3398,80.0,29.0
3399,80.0,32.0
3400,80.0,28.0
3401,80.0,31.0
3402,80.0,31.0
3403,80.0,33.0
3404,80.0,29.0
3405,80.0,36.0
3406,80.0,29.0
3407,80.0,39.0
3408,80.0,28.0
3409,80.0,35.0
3410,80.0,31.0
3411,80.0,34.0
3412,80.0,37.0
3413,80.0,29.0
3414,80.0,37.0
3415,80.0,29.0
3416,80.0,28.0
3417,80.0,27.0
3418,80.0,27.0
3419,80.0,25.0
3420,80.0,29.0
3421,80.0,28.0
3422,80.0,36.0
3423,80.0,27.0
3424,80.0,15.0
3425,80.0,27.0
3426,80.0,26.0
3427,80.0,25.0
3428,80.0,33.0
3429,80.0,29.0
3430,80.0,37.0
3431,80.0,14.0
3432,80.0,27.0
3433,80.0,32.0
3434,80.0,27.0
3435,80.0,26.0
3436,80.0,31.0
3437,80.0,35.0
3438,80.0,34.0
3439,80.0,25.0
3440,80.0,34.0
3441,80.0,14.0
3442,80.0,32.0
3443,80.0,27.0
3444,80.0,26.0
3445,80.0,25.0
3446,80.0,19.0
3447,80.0,39.0
3448,80.0,38.0
3449,80.0,19.0
3450,80.0,29.0
3451,80.0,35.0
3452,80.0,34.0
3453,80.0,45.0
3454,80.0,28.0
3455,80.0,39.0
3456,80.0,38.0
3457,80.0,38.0
3458,80.0,31.0
3459,80.0,37.0
3460,80.0,19.0
3461,80.0,15.0
3462,80.0,20.0
3463,80.0,39.0
3464,80.0,19.0
3465,80.0,38.0
3466,80.0,38.0
3467,80.0,31.0
3468,80.0,36.0
3469,80.0,27.0
3470,80.0,19.0
3471,80.0,26.0
3472,80.0,33.0
3473,80.0,18.0
3474,80.0,25.0
3475,80.0,32.0
3476,80.0,39.0
3477,80.0,38.0
3478,80.0,31.0
3479,80.0,38.0
3480,80.0,37.0
3481,80.0,37.0
3482,80.0,28.0
3483,80.0,19.0
3484,80.0,18.0
3485,80.0,14.0
3486,80.0,39.0
3487,80.0,38.0
3488,80.0,38.0
3489,80.0,37.0
3490,80.0,27.0
3491,80.0,18.0
3492,80.0,29.0
3493,80.0,19.0
3494,80.0,39.0
3495,80.0,18.0
3496,80.0,38.0
3497,80.0,28.0
3498,80.0,38.0
3499,80.0,27.0
3500,80.0,26.0
3501,80.0,37.0
3502,80.0,25.0
3503,80.0,35.0
3504,80.0,34.0
3505,80.0,34.0
3506,80.0,32.0
3507,80.0,28.0
3508,80.0,38.0
3509,80.0,37.0
3510,80.0,34.0
3511,80.0,32.0
3512,80.0,45.0
3513,80.0,30.0
3514,80.0,30.0
3515,80.0,28.0
3516,80.0,27.0
3517,80.0,27.0
3518,80.0,25.0
3519,80.0,19.0
3520,80.0,34.0
3521,80.0,32.0
3522,80.0,31.0
3523,80.0,30.0
3524,80.0,30.0
3525,80.0,28.0
3526,81.0,30.0
3527,81.0,30.0
3528,81.0,29.0
3529,81.0,28.0
3530,81.0,19.0
3531,81.0,19.0
3532,81.0,14.0
3533,81.0,30.0
3534,81.0,30.0
3535,81.0,29.0
3536,81.0,28.0
3537,81.0,28.0
3538,81.0,26.0
3539,81.0,25.0
3540,81.0,30.0
3541,81.0,27.0
3542,81.0,28.0
3543,81.0,22.0
3544,81.0,23.0
3545,81.0,26.0
3546,81.0,19.0
3547,81.0,23.0
3548,81.0,18.0
3549,81.0,15.0
3550,81.0,24.0
3551,81.0,24.0
3552,81.0,30.0
3553,81.0,25.0
3554,81.0,19.0
3555,81.0,20.0
3556,81.0,21.0
3557,81.0,21.0
3558,81.0,22.0
3559,81.0,22.0
3560,81.0,23.0
3561,81.0,23.0
3562,81.0,24.0
3563,81.0,24.0
3564,81.0,25.0
3565,81.0,25.0
3566,81.0,26.0
3567,81.0,26.0
3568,81.0,27.0
3569,81.0,27.0
3570,81.0,30.0
3571,81.0,30.0
3572,81.0,19.0
3573,81.0,20.0
3574,81.0,21.0
3575,81.0,21.0
3576,81.0,22.0
3577,81.0,22.0
3578,81.0,23.0
3579,81.0,23.0
3580,81.0,24.0
3581,81.0,24.0
3582,81.0,25.0
3583,81.0,26.0
3584,81.0,26.0
3585,81.0,14.0
3586,81.0,16.0
3587,81.0,17.0
3588,81.0,17.0
3589,81.0,19.0
3590,81.0,20.0
3591,81.0,20.0
3592,81.0,21.0
3593,81.0,21.0
3594,81.0,22.0
3595,81.0,22.0
3596,81.0,23.0
3597,81.0,23.0
3598,81.0,24.0
3599,81.0,24.0
3600,81.0,25.0
3601,81.0,26.0
3602,81.0,15.0
3603,81.0,15.0
3604,81.0,16.0
3605,81.0,16.0
3606,81.0,17.0
3607,81.0,17.0
3608,81.0,18.0
3609,81.0,20.0
3610,81.0,20.0
3611,81.0,21.0
3612,81.0,21.0
3613,81.0,22.0
3614,81.0,22.0
3615,81.0,23.0
3616,81.0,23.0
3617,81.0,24.0
3618,81.0,24.0
3619,81.0,25.0
3620,81.0,26.0
3621,81.0,15.0
3622,81.0,15.0
3623,81.0,45.0
3624,81.0,16.0
3625,81.0,16.0
3626,81.0,17.0
3627,81.0,17.0
3628,81.0,18.0
3629,81.0,19.0
3630,81.0,20.0
3631,81.0,20.0
3632,81.0,21.0
3633,81.0,21.0
3634,81.0,22.0
3635,81.0,22.0
3636,81.0,23.0
3637,81.0,23.0
3638,81.0,24.0
3639,81.0,24.0
3640,81.0,15.0
3641,81.0,16.0
3642,81.0,16.0
3643,81.0,17.0
3644,81.0,17.0
3645,81.0,18.0
3646,81.0,20.0
3647,81.0,20.0
3648,81.0,21.0
3649,81.0,21.0
3650,81.0,22.0
3651,81.0,15.0
3652,81.0,15.0
3653,81.0,16.0
3654,81.0,16.0
3655,81.0,17.0
3656,81.0,17.0
3657,81.0,18.0
3658,81.0,18.0
3659,81.0,20.0
3660,81.0,14.0
3661,81.0,15.0
3662,81.0,15.0
3663,81.0,16.0
3664,81.0,16.0
3665,81.0,17.0
3666,81.0,17.0
3667,81.0,18.0
3668,81.0,15.0
3669,81.0,15.0
3670,81.0,16.0
3671,81.0,18.0
3672,81.0,45.0
3673,81.0,45.0
3674,81.0,46.0
3675,81.0,46.0
3676,81.0,46.0
3677,81.0,46.0
3678,81.0,46.0
3679,81.0,46.0
3680,81.0,46.0
3681,81.0,46.0
3682,81.0,46.0
3683,82.0,46.0
3684,82.0,46.0
3685,82.0,46.0
3686,82.0,46.0
3687,82.0,44.0
3688,82.0,44.0
3689,82.0,46.0
3690,82.0,44.0
3691,82.0,44.0
3692,82.0,46.0
3693,82.0,46.0
3694,82.0,46.0
3695,82.0,44.0
3696,82.0,46.0
3697,82.0,46.0
3698,82.0,46.0
3699,82.0,44.0
3700,82.0,44.0
3701,82.0,44.0
3702,82.0,46.0
3703,82.0,45.0
3704,82.0,45.0
3705,82.0,46.0
3706,82.0,46.0
3707,82.0,44.0
3708,82.0,44.0
3709,82.0,45.0
3710,82.0,45.0
3711,82.0,45.0
3712,82.0,43.0
3713,82.0,44.0
3714,82.0,45.0
3715,82.0,44.0
3716,82.0,43.0
3717,82.0,45.0
3718,82.0,45.0
3719,82.0,25.0
3720,82.0,44.0
3721,82.0,25.0
3722,82.0,45.0
3723,82.0,25.0
3724,82.0,44.0
3725,82.0,25.0
3726,82.0,45.0
3727,82.0,45.0
3728,82.0,25.0
3729,82.0,43.0
3730,82.0,23.0
3731,82.0,22.0
3732,82.0,25.0
3733,82.0,44.0
3734,82.0,25.0
3735,82.0,45.0
3736,82.0,23.0
3737,82.0,23.0
3738,83.0,22.0
3739,83.0,43.0
3740,83.0,25.0
3741,83.0,25.0
3742,83.0,23.0
3743,83.0,22.0
3744,83.0,23.0
3745,83.0,25.0
3746,83.0,25.0
3747,83.0,43.0
3748,83.0,22.0
3749,83.0,23.0
3750,83.0,25.0
3751,83.0,25.0
3752,83.0,22.0
3753,83.0,43.0
3754,83.0,23.0
3755,83.0,25.0
3756,83.0,25.0
3757,83.0,22.0
3758,83.0,23.0
3759,83.0,31.0
3760,83.0,25.0
3761,83.0,25.0
3762,83.0,43.0
3763,83.0,22.0
3764,83.0,31.0
3765,83.0,23.0
3766,83.0,25.0
3767,83.0,31.0
3768,83.0,31.0
3769,83.0,25.0
3770,83.0,31.0
3771,83.0,22.0
3772,83.0,43.0
3773,83.0,36.0
3774,83.0,31.0
3775,83.0,32.0
3776,83.0,23.0
3777,83.0,32.0
3778,83.0,25.0
3779,83.0,32.0
3780,83.0,32.0
3781,83.0,25.0
3782,83.0,31.0
3783,83.0,32.0
3784,83.0,32.0
3785,83.0,29.0
3786,83.0,30.0
3787,83.0,31.0
3788,83.0,32.0
3789,83.0,30.0
3790,83.0,22.0
3791,83.0,33.0
3792,83.0,37.0
3793,83.0,33.0
3794,83.0,30.0
3795,83.0,30.0
3796,83.0,39.0
3797,83.0,31.0
3798,83.0,24.0
3799,83.0,39.0
3800,83.0,32.0
3801,83.0,37.0
3802,83.0,30.0
3803,83.0,23.0
3804,83.0,35.0
3805,83.0,25.0
3806,83.0,30.0
3807,83.0,32.0
3808,83.0,30.0
3809,83.0,36.0
3810,83.0,34.0
3811,83.0,25.0
3812,83.0,29.0
3813,83.0,36.0
3814,83.0,43.0
3815,83.0,29.0
3816,83.0,30.0
3817,83.0,36.0
3818,83.0,31.0
3819,83.0,36.0
3820,83.0,22.0
3821,83.0,31.0
3822,83.0,28.0
3823,83.0,35.0
3824,83.0,29.0
3825,83.0,24.0
3826,83.0,33.0
3827,83.0,31.0
3828,83.0,33.0
3829,83.0,36.0
3830,83.0,28.0
3831,83.0,31.0
3832,83.0,37.0
3833,83.0,32.0
3834,83.0,23.0
3835,83.0,36.0
3836,83.0,39.0
3837,83.0,31.0
3838,83.0,23.0
3839,83.0,39.0
3840,83.0,35.0
3841,83.0,30.0
3842,83.0,25.0
3843,83.0,33.0
3844,83.0,36.0
3845,83.0,31.0
3846,83.0,33.0
3847,83.0,24.0
3848,83.0,36.0
3849,83.0,34.0
3850,83.0,39.0
3851,83.0,32.0
3852,83.0,25.0
3853,83.0,39.0
3854,83.0,35.0
3855,83.0,36.0
3856,83.0,32.0
3857,83.0,30.0
3858,83.0,24.0
3859,83.0,36.0
3860,83.0,34.0
3861,83.0,27.0
3862,83.0,24.0
3863,83.0,29.0
3864,83.0,33.0
3865,83.0,31.0
3866,83.0,36.0
3867,83.0,22.0
3868,83.0,31.0
3869,83.0,33.0
3870,83.0,35.0
3871,83.0,43.0
3872,83.0,31.0
3873,83.0,33.0
3874,83.0,35.0
3875,83.0,23.0
3876,83.0,37.0
3877,83.0,29.0
3878,83.0,35.0
3879,83.0,24.0
3880,83.0,28.0
3881,83.0,35.0
3882,83.0,23.0
3883,83.0,39.0
3884,83.0,35.0
3885,83.0,24.0
3886,83.0,32.0
3887,83.0,39.0
3888,83.0,19.0
3889,83.0,27.0
3890,83.0,25.0
3891,83.0,28.0
3892,83.0,32.0
3893,83.0,19.0
3894,83.0,28.0
3895,83.0,25.0
3896,83.0,34.0
3897,83.0,30.0
3898,83.0,30.0
3899,83.0,18.0
3900,83.0,34.0
3901,83.0,24.0
3902,83.0,19.0
3903,83.0,18.0
3904,83.0,27.0
3905,83.0,19.0
3906,83.0,33.0
3907,83.0,28.0
3908,83.0,32.0
3909,83.0,30.0
3910,83.0,18.0
3911,83.0,29.0
3912,83.0,24.0
3913,83.0,19.0
3914,83.0,33.0
3915,83.0,28.0
3916,83.0,27.0
3917,83.0,35.0
3918,83.0,38.0
3919,83.0,19.0
3920,83.0,27.0
3921,83.0,22.0
3922,83.0,17.0
3923,83.0,39.0
3924,83.0,23.0
3925,83.0,28.0
3926,83.0,33.0
3927,83.0,26.0
3928,83.0,19.0
3929,83.0,35.0
3930,83.0,17.0
3931,83.0,24.0
3932,83.0,29.0
3933,83.0,28.0
3934,83.0,33.0
3935,83.0,26.0
3936,83.0,19.0
3937,83.0,17.0
3938,83.0,19.0
3939,83.0,40.0
3940,83.0,28.0
3941,83.0,18.0
3942,83.0,26.0
3943,83.0,17.0
3944,83.0,23.0
3945,83.0,27.0
3946,83.0,16.0
3947,83.0,26.0
3948,83.0,32.0
3949,83.0,18.0
3950,83.0,28.0
3951,83.0,17.0
3952,83.0,26.0
3953,83.0,37.0
3954,83.0,16.0
3955,83.0,28.0
3956,83.0,25.0
3957,83.0,32.0
3958,83.0,17.0
3959,83.0,30.0
3960,83.0,26.0
3961,83.0,25.0
3962,83.0,40.0
3963,83.0,27.0
3964,83.0,25.0
3965,83.0,43.0
3966,83.0,17.0
3967,83.0,35.0
3968,83.0,27.0
3969,83.0,28.0
3970,83.0,27.0
3971,83.0,25.0
3972,83.0,17.0
3973,83.0,29.0
3974,83.0,39.0
3975,83.0,30.0
3976,83.0,17.0
3977,83.0,18.0
3978,83.0,25.0
3979,83.0,27.0
3980,83.0,34.0
3981,83.0,23.0
3982,83.0,34.0
3983,83.0,22.0
3984,83.0,25.0
3985,83.0,23.0
3986,83.0,24.0
3987,83.0,26.0
3988,83.0,30.0
3989,83.0,19.0
3990,83.0,25.0
3991,83.0,35.0
3992,83.0,26.0
3993,83.0,16.0
3994,83.0,27.0
3995,83.0,26.0
3996,83.0,27.0
3997,83.0,35.0
3998,83.0,30.0
3999,83.0,38.0
4000,83.0,39.0
4001,83.0,33.0
4002,83.0,29.0
4003,83.0,38.0
4004,83.0,32.0
4005,83.0,38.0
4006,83.0,40.0
4007,83.0,35.0
4008,83.0,23.0
4009,83.0,38.0
4010,83.0,33.0
4011,83.0,16.0
4012,83.0,29.0
4013,83.0,37.0
4014,83.0,32.0
4015,83.0,38.0
4016,83.0,25.0
4017,83.0,17.0
4018,83.0,25.0
4019,83.0,23.0
4020,83.0,25.0
4021,83.0,38.0
4022,83.0,26.0
4023,83.0,40.0
4024,83.0,29.0
4025,83.0,17.0
4026,83.0,23.0
4027,83.0,26.0
4028,83.0,38.0
4029,83.0,17.0
4030,83.0,18.0
4031,83.0,19.0
4032,83.0,37.0
4033,83.0,39.0
4034,83.0,22.0
4035,83.0,26.0
4036,83.0,16.0
4037,83.0,38.0
4038,83.0,30.0
4039,83.0,37.0
4040,83.0,38.0
4041,83.0,24.0
4042,83.0,34.0
4043,83.0,37.0
4044,83.0,43.0
4045,83.0,27.0
4046,83.0,25.0
4047,83.0,34.0
4048,83.0,30.0
4049,83.0,38.0
4050,83.0,27.0
4051,83.0,37.0
4052,83.0,32.0
4053,83.0,38.0
4054,83.0,16.0
4055,83.0,39.0
4056,83.0,39.0
4057,83.0,32.0
4058,83.0,30.0
4059,83.0,23.0
4060,83.0,23.0
4061,83.0,40.0
4062,83.0,17.0
4063,83.0,37.0
4064,83.0,34.0
4065,83.0,29.0
4066,83.0,19.0
4067,83.0,30.0
4068,83.0,25.0
4069,83.0,18.0
4070,83.0,25.0
4071,83.0,19.0
4072,83.0,38.0
4073,83.0,25.0
4074,83.0,24.0
4075,83.0,34.0
4076,83.0,30.0
4077,83.0,25.0
4078,83.0,38.0
4079,83.0,22.0
4080,83.0,24.0
4081,83.0,34.0
4082,83.0,39.0
4083,83.0,25.0
4084,83.0,24.0
4085,83.0,34.0
4086,83.0,25.0
4087,83.0,16.0
4088,83.0,32.0
4089,83.0,23.0
4090,83.0,23.0
4091,83.0,34.0
4092,83.0,17.0
4093,83.0,32.0
4094,83.0,20.0
4095,83.0,43.0
4096,83.0,18.0
4097,83.0,34.0
4098,84.0,37.0
4099,84.0,40.0
4100,84.0,30.0
4101,84.0,30.0
4102,84.0,37.0
4103,84.0,30.0
4104,84.0,39.0
4105,84.0,30.0
4106,84.0,30.0
4107,84.0,34.0
4108,84.0,22.0
4109,84.0,39.0
4110,84.0,30.0
4111,84.0,39.0
4112,84.0,16.0
4113,84.0,18.0
4114,84.0,39.0
4115,84.0,34.0
4116,84.0,20.0
4117,84.0,39.0
4118,84.0,23.0
4119,84.0,23.0
4120,84.0,32.0
4121,84.0,32.0
4122,84.0,34.0
4123,84.0,18.0
4124,84.0,30.0
4125,84.0,34.0
4126,84.0,40.0
4127,84.0,18.0
4128,84.0,30.0
4129,84.0,43.0
4130,84.0,22.0
4131,84.0,37.0
4132,84.0,16.0
4133,84.0,37.0
4134,84.0,20.0
4135,84.0,30.0
4136,84.0,17.0
4137,84.0,23.0
4138,84.0,30.0
4139,84.0,23.0
4140,84.0,18.0
4141,84.0,32.0
4142,84.0,30.0
4143,84.0,43.0
4144,84.0,32.0
4145,84.0,30.0
4146,84.0,18.0
4147,84.0,18.0
4148,84.0,16.0
4149,84.0,16.0
4150,84.0,22.0
4151,84.0,16.0
4152,84.0,20.0
4153,84.0,22.0
4154,84.0,40.0
4155,84.0,16.0
4156,84.0,20.0
4157,84.0,43.0
4158,84.0,22.0
4159,84.0,17.0
4160,84.0,22.0
4161,84.0,23.0
4162,84.0,23.0
4163,84.0,43.0
4164,84.0,18.0
4165,84.0,22.0
4166,84.0,18.0
4167,84.0,20.0
4168,84.0,22.0
4169,84.0,20.0
4170,84.0,22.0
4171,84.0,20.0
4172,84.0,22.0
4173,84.0,16.0
4174,84.0,20.0
4175,84.0,21.0
4176,84.0,18.0
4177,84.0,20.0
4178,84.0,21.0
4179,84.0,43.0
4180,84.0,21.0
4181,84.0,17.0
4182,84.0,43.0
4183,84.0,21.0
4184,84.0,16.0
4185,84.0,16.0
4186,84.0,21.0
4187,84.0,18.0
4188,84.0,18.0
4189,84.0,23.0
4190,84.0,20.0
4191,84.0,23.0
4192,84.0,43.0
4193,84.0,40.0
4194,84.0,43.0
4195,84.0,18.0
4196,84.0,43.0
4197,84.0,17.0
4198,84.0,17.0
4199,84.0,20.0
4200,84.0,18.0
4201,84.0,18.0
4202,84.0,16.0
4203,84.0,21.0
4204,84.0,43.0
4205,84.0,23.0
4206,84.0,23.0
4207,84.0,21.0
4208,84.0,21.0
4209,84.0,43.0
4210,84.0,21.0
4211,84.0,40.0
4212,84.0,43.0
4213,84.0,43.0
4214,84.0,18.0
4215,84.0,21.0
4216,84.0,18.0
4217,84.0,21.0
4218,84.0,43.0
4219,84.0,43.0
4220,84.0,21.0
4221,84.0,17.0
4222,84.0,17.0
4223,84.0,20.0
4224,84.0,18.0
4225,84.0,18.0
4226,84.0,20.0
4227,84.0,16.0
4228,84.0,20.0
4229,84.0,16.0
4230,84.0,15.0
4231,84.0,43.0
4232,84.0,23.0
4233,84.0,23.0
4234,84.0,18.0
4235,84.0,18.0
4236,84.0,17.0
4237,84.0,17.0
4238,84.0,18.0
4239,84.0,18.0
4240,84.0,40.0
4241,84.0,15.0
4242,84.0,43.0
4243,84.0,15.0
4244,84.0,18.0
4245,84.0,23.0
4246,84.0,23.0
4247,84.0,17.0
4248,84.0,17.0
4249,84.0,18.0
4250,84.0,43.0
4251,84.0,18.0
4252,84.0,15.0
4253,84.0,15.0
4254,84.0,23.0
4255,84.0,23.0
4256,84.0,40.0
4257,84.0,15.0
4258,84.0,17.0
4259,84.0,17.0
4260,84.0,18.0
4261,84.0,18.0
4262,84.0,14.0
4263,84.0,43.0
4264,84.0,14.0
4265,84.0,23.0
4266,84.0,15.0
4267,84.0,14.0
4268,84.0,23.0
4269,84.0,23.0
4270,84.0,15.0
4271,84.0,14.0
4272,84.0,17.0
4273,84.0,17.0
4274,84.0,15.0
4275,84.0,18.0
4276,84.0,14.0
4277,84.0,15.0
4278,84.0,14.0
4279,84.0,40.0
4280,84.0,15.0
4281,84.0,18.0
4282,84.0,15.0
4283,84.0,15.0
4284,84.0,14.0
4285,84.0,17.0
4286,84.0,17.0
4287,84.0,18.0
4288,84.0,23.0
4289,84.0,18.0
4290,84.0,40.0
4291,84.0,14.0
4292,84.0,40.0
4293,84.0,43.0
4294,84.0,40.0
4295,84.0,17.0
4296,84.0,17.0
4297,84.0,18.0
4298,84.0,18.0
4299,84.0,14.0
4300,84.0,40.0
4301,84.0,17.0
4302,84.0,17.0
4303,84.0,40.0
4304,84.0,40.0
4305,84.0,18.0
4306,84.0,18.0
4307,84.0,42.0
4308,84.0,43.0
4309,84.0,14.0
4310,84.0,41.0
4311,84.0,42.0
4312,84.0,43.0
4313,84.0,41.0
4314,84.0,42.0
4315,84.0,42.0
4316,84.0,41.0
4317,84.0,42.0
4318,84.0,42.0
4319,84.0,41.0
4320,84.0,41.0
4321,84.0,42.0
4322,84.0,41.0
4323,84.0,41.0
4324,84.0,17.0
4325,84.0,17.0
4326,84.0,42.0
4327,84.0,41.0
4328,84.0,42.0
4329,84.0,18.0
4330,84.0,18.0
4331,84.0,41.0
4332,84.0,14.0
4333,84.0,42.0
4334,84.0,41.0
4335,84.0,42.0
4336,84.0,41.0
4337,84.0,42.0
4338,84.0,40.0
4339,84.0,41.0
4340,84.0,17.0
4341,84.0,17.0
4342,84.0,18.0
4343,84.0,18.0
4344,84.0,14.0
4345,85.0,17.0
4346,85.0,17.0
4347,85.0,18.0
4348,85.0,18.0
4349,85.0,14.0
4350,85.0,17.0
4351,85.0,17.0
4352,85.0,14.0
4353,85.0,18.0
4354,85.0,18.0
4355,85.0,17.0
4356,85.0,17.0
4357,85.0,14.0
4358,85.0,18.0
4359,85.0,18.0
4360,85.0,17.0
4361,85.0,17.0
4362,85.0,14.0
4363,85.0,18.0
4364,85.0,18.0
4365,85.0,18.0
4366,85.0,18.0
4367,85.0,14.0
4368,85.0,18.0
4369,85.0,18.0
4370,85.0,18.0
4371,85.0,18.0
4372,85.0,14.0
4373,85.0,18.0
4374,85.0,18.0
4375,85.0,14.0
4376,85.0,17.0
4377,85.0,17.0
4378,85.0,18.0
4379,85.0,18.0
4380,85.0,14.0
4381,85.0,17.0
4382,85.0,17.0
4383,85.0,18.0
4384,85.0,18.0
4385,85.0,14.0
4386,85.0,17.0
4387,85.0,17.0
4388,85.0,18.0
4389,85.0,18.0
4390,85.0,14.0
4391,85.0,17.0
4392,85.0,17.0
4393,85.0,18.0
4394,85.0,18.0
4395,85.0,14.0
4396,85.0,17.0
4397,85.0,17.0
4398,85.0,18.0
4399,85.0,14.0
4400,85.0,17.0
4401,85.0,17.0
4402,85.0,14.0
4403,85.0,17.0
4404,85.0,17.0
4405,85.0,14.0
4406,85.0,17.0
4407,85.0,17.0
4408,85.0,14.0
4409,85.0,17.0
4410,85.0,17.0
4411,86.0,14.0
4412,86.0,17.0
4413,86.0,17.0
4414,86.0,14.0
4415,86.0,18.0
4416,86.0,18.0
4417,86.0,14.0
4418,86.0,18.0
4419,86.0,18.0
4420,86.0,14.0
4421,86.0,18.0
4422,86.0,18.0
4423,86.0,14.0
4424,86.0,18.0
4425,86.0,18.0
4426,86.0,14.0
4427,86.0,18.0
4428,86.0,18.0
4429,86.0,14.0
